CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
C LIFE PENSIONS LIMITED,AC001367,,,,,,,,,Other company type,Active,United Kingdom,,01/01/1981,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/AC001367,,,,,,,,,,,,,,,,,,,,,15/01/2017,
C LIGHT WINDOWS LTD,11839787,,,STAFFORDSHIRE KNOT,PINFOLD STREET,WEDNESBURY,WEST MIDLANDS,UNITED KINGDOM,WS10 8TE,Private Limited Company,Active,United Kingdom,,21/02/2019,31,3,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,20/03/2020,,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id/company/11839787,,,,,,,,,,,,,,,,,,,,,15/04/2024,01/04/2023
C LILLINGTON CARPENTRY & BUILDING SERVICES LIMITED,13362346,,,198 LONDON ROAD,NORTH END,PORTSMOUTH,,ENGLAND,PO2 9JE,Private Limited Company,Active,United Kingdom,,28/04/2021,30,4,31/01/2024,30/04/2022,MICRO ENTITY,26/05/2022,,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id/company/13362346,,,,,,,,,,,,,,,,,,,,,11/05/2024,27/04/2023
C LIN LIMITED,10157945,,,43 MEADWAY PRECINCT,,READING,,ENGLAND,RG30 4AA,Private Limited Company,Active,United Kingdom,,30/04/2016,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,28/05/2017,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/10157945,,,,,,,,,,,,,,,,,,,,,20/06/2024,06/06/2023
C LINDSAY LIMITED,13761257,,,30 BEVERLEY GARDENS,,STANMORE,,ENGLAND,HA7 2AW,Private Limited Company,Active,United Kingdom,,23/11/2021,30,11,23/08/2023,,NO ACCOUNTS FILED,21/12/2022,,0,0,0,0,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13761257,,,,,,,,,,,,,,,,,,,,,06/12/2023,22/11/2022
C LING PROPERTIES LTD,12583981,,,36 WALKMILL CRESCENT,,CARLISLE,,UNITED KINGDOM,CA1 2WF,Private Limited Company,Active,United Kingdom,,04/05/2020,31,5,28/02/2025,31/05/2023,TOTAL EXEMPTION FULL,01/06/2021,,2,2,0,0,68100 - Buying and selling of own real estate,68201 - Renting and operating of Housing Association real estate,,,0,0,http://business.data.gov.uk/id/company/12583981,,,,,,,,,,,,,,,,,,,,,17/05/2024,03/05/2023
C LINTERN LTD,11507066,,,33 BEECH AVENUE,,SHEPTON MALLET,,ENGLAND,BA4 5XW,Private Limited Company,Active,United Kingdom,,08/08/2018,31,8,31/05/2024,31/08/2022,MICRO ENTITY,05/09/2019,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/11507066,,,,,,,,,,,,,,,,,,,,,21/08/2024,07/08/2023
C LLOYD INSURANCE BROKERS LTD,07147667,,,UNIT 9 SHEPCOTE OFFICE VILLAGE,SHEPCOTE LANE,SHEFFIELD,,,S9 1TG,Private Limited Company,Active,United Kingdom,,05/02/2010,30,3,30/12/2023,31/03/2022,TOTAL EXEMPTION FULL,05/03/2017,05/02/2016,0,0,0,0,65120 - Non-life insurance,,,,0,0,http://business.data.gov.uk/id/company/07147667,,,,,,,,,,,,,,,,,,,,,19/02/2024,05/02/2023
C LOCKETT PIPELINE LIMITED,08936613,,,71 WESTMINSTER ROAD,,LEEK,,,ST13 6NZ,Private Limited Company,Active,United Kingdom,,13/03/2014,31,3,31/12/2024,31/03/2023,MICRO ENTITY,10/04/2017,13/03/2016,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08936613,,,,,,,,,,,,,,,,,,,,,27/03/2024,13/03/2023
C LOCOMOTIVE LTD,15040676,,,120 NEASHAM ROAD,,DARLINGTON,,ENGLAND,DL1 4BB,Private Limited Company,Active,United Kingdom,,31/07/2023,31,7,30/04/2025,,NO ACCOUNTS FILED,28/08/2024,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15040676,,,,,,,,,,,,,,,,,,,,,13/08/2024,
C LOGHIN CATERING LIMITED,12258509,,,35 WOLLASTON ROAD,,LOWESTOFT,SUFFOLK,,NR32 2PD,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,12/10/2019,31,10,31/07/2023,31/10/2021,MICRO ENTITY,09/11/2020,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/12258509,,,,,,,,,,,,,,,,,,,,,25/10/2023,11/10/2022
C LOGIE ELECTRICAL LTD,SC752167,,,19 KIRKTON TERRACE,,CARNOUSTIE,TYPE A CHOICE BELOW ...,UNITED KINGDOM,DD7 7BZ,Private Limited Company,Active,United Kingdom,,02/12/2022,31,12,02/09/2024,,NO ACCOUNTS FILED,30/12/2023,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/SC752167,,,,,,,,,,,,,,,,,,,,,15/12/2023,
C LOGISTICS LTD,07602109,,,3 DUNMOW GARDENS,,BRENTWOOD,ESSEX,,CM13 3NL,Private Limited Company,Active,United Kingdom,,12/04/2011,30,4,31/01/2024,30/04/2022,MICRO ENTITY,10/05/2017,12/04/2016,0,0,0,0,52290 - Other transportation support activities,,,,0,0,http://business.data.gov.uk/id/company/07602109,,,,,,,,,,,,,,,,,,,,,26/04/2024,12/04/2023
C LOGISTICS SOLUTIONS LIMITED,08436606,,,18 PYKE WAY,CRICK,NORTHAMPTON,,,NN6 7NZ,Private Limited Company,Active,United Kingdom,,08/03/2013,31,3,31/12/2024,31/03/2023,MICRO ENTITY,05/04/2017,08/03/2016,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/08436606,,,,,,,,,,,,,,,,,,,,,22/03/2024,08/03/2023
C LONDON LTD,12235730,,,1 LLWYN-Y-GROES,,BRIDGEND,,UNITED KINGDOM,CF31 5AJ,Private Limited Company,Active,United Kingdom,,01/10/2019,30,9,30/06/2025,30/09/2023,DORMANT,29/10/2020,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/12235730,,,,,,,,,,,,,,,,,,,,,14/10/2024,30/09/2023
C LONDON PLUMBING & HEATING LTD,11947054,,,CKR HOUSE,70 EAST HILL,DARTFORD,KENT,ENGLAND,DA1 1RZ,Private Limited Company,Active,United Kingdom,,15/04/2019,30,4,31/01/2024,30/04/2022,TOTAL EXEMPTION FULL,13/05/2020,,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/11947054,,,,,,,,,,,,,,,,,,,,,28/04/2024,14/04/2023
C LONGSTAFF LTD,14943094,,,5 HOWELL CLOSE,ARBORFIELD,READING,,ENGLAND,RG2 9GN,Private Limited Company,Active,United Kingdom,,19/06/2023,30,6,19/03/2025,,NO ACCOUNTS FILED,17/07/2024,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/14943094,,,,,,,,,,,,,,,,,,,,,02/07/2024,
C LOOKER LTD,10970198,,,THE OLD SCHOOL,THE STENNACK,ST IVES,CORNWALL,UNITED KINGDOM,TR26 1QU,Private Limited Company,Active,United Kingdom,,19/09/2017,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,17/10/2018,,0,0,0,0,46450 - Wholesale of perfume and cosmetics,69201 - Accounting and auditing activities,,,0,0,http://business.data.gov.uk/id/company/10970198,,,,,,,,,,,,,,,,,,,,,03/10/2024,19/09/2023
C LORD TRADING LIMITED,13626505,,,61 BRIDGE STREET,,KINGTON,,UNITED KINGDOM,HR5 3DJ,Private Limited Company,Active,United Kingdom,,16/09/2021,30,9,30/06/2024,30/09/2022,MICRO ENTITY,14/10/2022,,0,0,0,0,47750 - Retail sale of cosmetic and toilet articles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13626505,,,,,,,,,,,,,,,,,,,,,29/09/2024,15/09/2023
C LOVELL LIMITED,11600692,,,BOURNE HOUSE,23 HINTON ROAD,BOURNEMOUTH,,ENGLAND,BH1 2EF,Private Limited Company,Active,United Kingdom,,02/10/2018,31,3,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,30/10/2019,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/11600692,,,,,,,,,,,,,,,,,,,,,14/10/2023,30/09/2022
C LOVIBOND BSC ACA CTA LIMITED,03510531,,,WHITE HOUSE FARM,DRY SANDFORD,ABINGDON,OXFORDSHIRE,,OX13 6JR,Private Limited Company,Active,United Kingdom,,13/02/1998,31,1,31/10/2023,31/01/2022,MICRO ENTITY,25/02/2017,28/01/2016,0,0,0,0,69203 - Tax consultancy,,,,0,0,http://business.data.gov.uk/id/company/03510531,13/04/2010,MISSING LINK INTERNATIONAL LIMITED,,,,,,,,,,,,,,,,,,,11/02/2024,28/01/2023
C LOVIBOND BSC FCA CTA LIMITED,03989032,,,WHITE HOUSE FARM,DRY SANDFORD,ABINGDON,OXFORDSHIRE,,OX13 6JR,Private Limited Company,Active,United Kingdom,,09/05/2000,31,3,31/12/2023,31/03/2022,MICRO ENTITY,06/06/2017,09/05/2016,0,0,0,0,69203 - Tax consultancy,,,,0,0,http://business.data.gov.uk/id/company/03989032,18/10/2010,SAGACITY CONSULTING LIMITED,,,,,,,,,,,,,,,,,,,23/05/2024,09/05/2023
C LOWE FARRIERS LTD,14616670,,,THE LAURELS MALPAS ROAD,TILSTON,MALPAS,,UNITED KINGDOM,SY14 7HH,Private Limited Company,Active,United Kingdom,,25/01/2023,31,1,25/10/2024,,NO ACCOUNTS FILED,22/02/2024,,0,0,0,0,01629 - Support activities for animal production (other than farm animal boarding and care) n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14616670,,,,,,,,,,,,,,,,,,,,,07/02/2024,
C LOWE HOLDINGS LTD,15133640,,,UNIT 2 ST. JAMES COURT BRIDGNORTH ROAD,WOLLASTON,STOURBRIDGE,,ENGLAND,DY8 3QG,Private Limited Company,Active,United Kingdom,,12/09/2023,30,9,12/06/2025,,NO ACCOUNTS FILED,10/10/2024,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15133640,,,,,,,,,,,,,,,,,,,,,25/09/2024,
C LOWSON LIMITED,04707030,,,39A SHERBURN STREET,CAWOOD,SELBY,,ENGLAND,YO8 3SS,Private Limited Company,Active,United Kingdom,,21/03/2003,30,3,30/12/2023,30/03/2022,MICRO ENTITY,18/04/2017,21/03/2016,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/04707030,03/02/2010,OPTIMUM LIVING LIMITED,,,,,,,,,,,,,,,,,,,04/04/2024,21/03/2023
C LP RENDERING LTD,14489961,,,54 ALBION STREET,,SWINDON,,ENGLAND,SN1 5LL,Private Limited Company,Active,United Kingdom,,17/11/2022,30,11,17/08/2024,,NO ACCOUNTS FILED,15/12/2023,,0,0,0,0,43310 - Plastering,,,,0,0,http://business.data.gov.uk/id/company/14489961,,,,,,,,,,,,,,,,,,,,,30/11/2023,
C LUKE LIMITED,09516218,,,138 TOWN STREET,STANNINGLEY,PUDSEY,,,LS28 6ER,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,28/03/2015,31,3,31/12/2022,31/03/2021,DORMANT,25/04/2017,28/03/2016,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/09516218,,,,,,,,,,,,,,,,,,,,,11/04/2022,28/03/2021
C LUKE TM LTD,13768232,,,14 PLANTATION ROAD,THORNE,DONCASTER,,ENGLAND,DN8 5EB,Private Limited Company,Active,United Kingdom,,26/11/2021,30,11,31/08/2024,30/11/2022,MICRO ENTITY,24/12/2022,,0,0,0,0,41201 - Construction of commercial buildings,41202 - Construction of domestic buildings,84240 - Public order and safety activities,,0,0,http://business.data.gov.uk/id/company/13768232,,,,,,,,,,,,,,,,,,,,,29/08/2024,15/08/2023
C LUNT ELECTRICAL LTD,13518011,,,50 BUTTERMERE AVENUE,,WARRINGTON,CHESHIRE,UNITED KINGDOM,WA2 0NG,Private Limited Company,Active,United Kingdom,,19/07/2021,31,7,30/04/2024,31/07/2022,DORMANT,16/08/2022,,0,0,0,0,71122 - Engineering related scientific and technical consulting activities,,,,0,0,http://business.data.gov.uk/id/company/13518011,,,,,,,,,,,,,,,,,,,,,01/08/2024,18/07/2023
C LYDON SERVICES CO LTD,09045708,,,57 RIVER ROAD,UNIT 9 CREEKMOUTH INDUSTRIAL ESTATE,LONDON,,,IG11 0DA,Private Limited Company,Active,United Kingdom,,19/05/2014,31,5,28/02/2025,31/05/2023,TOTAL EXEMPTION FULL,16/06/2017,19/05/2016,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/09045708,,,,,,,,,,,,,,,,,,,,,02/06/2024,19/05/2023
C LYNCH LIMITED,14894093,,,8 BISHOP DRIVE,CHELMSLEY WOOD,BIRMINGHAM,WEST MIDLANDS,UNITED KINGDOM,B37 7PZ,Private Limited Company,Active,United Kingdom,,25/05/2023,31,5,25/02/2025,,NO ACCOUNTS FILED,22/06/2024,,0,0,0,0,49200 - Freight rail transport,,,,0,0,http://business.data.gov.uk/id/company/14894093,,,,,,,,,,,,,,,,,,,,,07/06/2024,
C LYONS CONSULTANCY LTD,10417253,,,13 BELMONT AVENUE,,LONDON,,ENGLAND,N17 6AX,Private Limited Company,Active,United Kingdom,,07/10/2016,31,10,31/07/2024,31/10/2022,MICRO ENTITY,04/11/2017,,0,0,0,0,66190 - Activities auxiliary to financial intermediation n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10417253,,,,,,,,,,,,,,,,,,,,,19/10/2023,05/10/2022
C LYONS FRESH FISH LIMITED,SC633735,,,2 INCHCAPE ROAD,,ARBROATH,,SCOTLAND,DD11 2DF,Private Limited Company,Active,United Kingdom,,18/06/2019,30,6,31/03/2025,30/06/2023,MICRO ENTITY,16/07/2020,,0,0,0,0,"47230 - Retail sale of fish, crustaceans and molluscs in specialised stores",,,,0,0,http://business.data.gov.uk/id/company/SC633735,,,,,,,,,,,,,,,,,,,,,01/07/2024,17/06/2023
C M  UK CONSTRUCTION LTD,11162258,,,30 DUNKIRK AVENUE,,WEST BROMWICH,,ENGLAND,B70 0ER,Private Limited Company,Active,United Kingdom,,22/01/2018,31,1,31/10/2023,31/01/2022,TOTAL EXEMPTION FULL,19/02/2019,,0,0,0,0,41201 - Construction of commercial buildings,,,,0,0,http://business.data.gov.uk/id/company/11162258,,,,,,,,,,,,,,,,,,,,,04/02/2024,21/01/2023
C M & HANNELLY BUILDING SERVICES LIMITED,10029141,,,26 BROADOAKS WAY,,BROMLEY,,ENGLAND,BR2 0UB,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,26/02/2016,31,3,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,26/03/2017,,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/10029141,,,,,,,,,,,,,,,,,,,,,08/10/2023,24/09/2022
C M & J M RETAIL LIMITED,08191735,,,LYMORE VILLA 162A LONDON ROAD,CHESTERTON,NEWCASTLE,STAFFORDSHIRE,ENGLAND,ST5 4JB,Private Limited Company,Active,United Kingdom,,24/08/2012,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,21/09/2016,24/08/2015,2,2,0,0,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,,0,0,http://business.data.gov.uk/id/company/08191735,,,,,,,,,,,,,,,,,,,,,07/09/2024,24/08/2023
C M & L R PRIESTLEY LIMITED,06407816,,,3 MARLDON ROAD,NORTHOWRAM,HALIFAX,WEST YORKSHIRE,UNITED KINGDOM,HX3 7BP,Private Limited Company,Active,United Kingdom,,24/10/2007,31,10,31/07/2024,31/10/2022,TOTAL EXEMPTION FULL,21/11/2016,24/10/2015,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/06407816,,,,,,,,,,,,,,,,,,,,,07/11/2023,24/10/2022
C M & M LIMITED,08981377,,,"2 TOWER HOUSE,",,"HODDESDON,",HERTS.,,EN11 8UR,Private Limited Company,Active,United Kingdom,,07/04/2014,30,4,31/01/2025,30/04/2023,TOTAL EXEMPTION FULL,06/05/2017,08/04/2016,0,0,0,0,70221 - Financial management,,,,0,0,http://business.data.gov.uk/id/company/08981377,,,,,,,,,,,,,,,,,,,,,22/04/2024,08/04/2023
C M & O2 GLOBAL PARTNERS LIMITED,09505143,,,THE OLD COURT HOUSE,NEW ROAD AVENUE,CHATHAM,KENT,ENGLAND,ME4 6BE,Private Limited Company,Active,United Kingdom,,24/03/2015,31,3,31/12/2023,31/03/2022,MICRO ENTITY,21/04/2017,24/03/2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/09505143,,,,,,,,,,,,,,,,,,,,,07/04/2024,24/03/2023
C M (WARE ROAD) LIMITED,09896223,,,6 WEST ROAD,BILLINGBOROUGH,SLEAFORD,,ENGLAND,NG34 0QU,Private Limited Company,Active,United Kingdom,,01/12/2015,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,29/12/2016,,0,0,0,0,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",,,,0,0,http://business.data.gov.uk/id/company/09896223,,,,,,,,,,,,,,,,,,,,,15/12/2023,01/12/2022
C M A ASSESSMENTS LIMITED,08603824,,,12 SIDNEY GROVE,,GATESHEAD,TYNE AND WEAR,,NE8 2XD,Private Limited Company,Active,United Kingdom,,10/07/2013,31,7,30/04/2024,31/07/2022,MICRO ENTITY,07/08/2016,10/07/2015,0,0,0,0,85320 - Technical and vocational secondary education,,,,0,0,http://business.data.gov.uk/id/company/08603824,,,,,,,,,,,,,,,,,,,,,24/07/2024,10/07/2023
C M ACCOUNTANCY LTD,04609791,,,WOODCOTE,PARK FARM TOLLESHUNT KNIGHTS,MALDON,ESSEX,,CM9 8HB,Private Limited Company,Active,United Kingdom,,05/12/2002,31,12,30/09/2024,31/12/2022,MICRO ENTITY,02/01/2017,05/12/2015,0,0,0,0,69201 - Accounting and auditing activities,69202 - Bookkeeping activities,69203 - Tax consultancy,,0,0,http://business.data.gov.uk/id/company/04609791,,,,,,,,,,,,,,,,,,,,,19/12/2023,05/12/2022
C M ACCOUNTANTS LIMITED,07173171,,,2 BEDFORD TERRACE,,NORTH SHIELDS,TYNE AND WEAR,ENGLAND,NE29 0AW,Private Limited Company,Active,United Kingdom,,01/03/2010,31,3,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,29/03/2017,01/03/2016,2,0,0,2,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/07173171,,,,,,,,,,,,,,,,,,,,,15/03/2024,01/03/2023
C M ACCOUNTING LLP,OC362665,,,18 MAY STREET,,SNODLAND,,ENGLAND,ME6 5AZ,Limited Liability Partnership,Active,United Kingdom,,11/03/2011,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,08/04/2017,11/03/2016,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC362665,,,,,,,,,,,,,,,,,,,,,25/03/2024,11/03/2023
C M ADMIN SERVICES LTD,SC556881,,,ASHBURN HOUSE,ABBOTS ROAD,FALKIRK,STIRLINGSHIRE,UNITED KINGDOM,FK2 7XP,Private Limited Company,Active,United Kingdom,,07/02/2017,28,2,30/11/2023,28/02/2022,TOTAL EXEMPTION FULL,07/03/2018,,0,0,0,0,82110 - Combined office administrative service activities,,,,0,0,http://business.data.gov.uk/id/company/SC556881,,,,,,,,,,,,,,,,,,,,,20/02/2024,06/02/2023
C M ADVANCED MEDICAL AESTHETICS LIMITED,15011273,,,68 CHURCH ROAD,HAYDOCK,ST. HELENS,,ENGLAND,WA11 0TH,Private Limited Company,Active,United Kingdom,,18/07/2023,31,7,18/04/2025,,NO ACCOUNTS FILED,15/08/2024,,0,0,0,0,86220 - Specialists medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/15011273,,,,,,,,,,,,,,,,,,,,,31/07/2024,
