CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
"""1ST RATE"" PSYCHOLOGY SERVICES LTD",11303802,,,116 ALEXANDRA ROAD,,GREAT WAKERING,ESSEX,UNITED KINGDOM,SS3 0GW,Private Limited Company,Active,United Kingdom,,11/04/2018,29,4,29/01/2024,29/04/2022,MICRO ENTITY,09/05/2019,,0,0,0,0,85600 - Educational support services,86900 - Other human health activities,,,0,0,http://business.data.gov.uk/id/company/11303802,,,,,,,,,,,,,,,,,,,,,24/04/2024,10/04/2023
"""2 ECOUTE"" LIMITED",06439541,,,38 PAXTON GARDENS,WOKING,SURREY,,,GU21 5TS,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,28/11/2007,30,11,31/08/2023,30/11/2021,DORMANT,26/12/2016,28/11/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/06439541,,,,,,,,,,,,,,,,,,,,,12/12/2022,28/11/2021
"""20-20 VOICE"" CANCER",CE000952,,,,,,,,,Charitable Incorporated Organisation,Active,United Kingdom,,17/04/2014,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/CE000952,,,,,,,,,,,,,,,,,,,,,,
"""243 RUGBY ROAD MANAGEMENT COMPANY LIMITED""",05914136,,,94 PARK LANE,,CROYDON,SURREY,ENGLAND,CR0 1JB,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,23/08/2006,31,8,31/05/2024,31/08/2022,MICRO ENTITY,20/09/2016,23/08/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/05914136,,,,,,,,,,,,,,,,,,,,,06/09/2024,23/08/2023
"""309"" WEST END LANE MANAGEMENT LIMITED",02943302,,,309 WEST END LANE,,LONDON,,ENGLAND,NW6 1RD,Private Limited Company,Active,United Kingdom,,28/06/1994,24,12,24/09/2024,24/12/2022,DORMANT,26/07/2017,28/06/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/02943302,,,,,,,,,,,,,,,,,,,,,23/06/2024,09/06/2023
"""4RENT ESTATES"" LTD",14983527,,,WHITE HOUSE,WOLLATON STREET,NOTTINGHAM,NOTTS,UNITED KINGDOM,NG1 5GF,Private Limited Company,Active,United Kingdom,,05/07/2023,31,7,05/04/2025,,NO ACCOUNTS FILED,02/08/2024,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,,0,0,http://business.data.gov.uk/id/company/14983527,,,,,,,,,,,,,,,,,,,,,18/07/2024,
"""786"" MAZ OFFICE SUPPORT LIMITED",10694769,,,136 EMPRESS AVENUE,,ILFORD,,UNITED KINGDOM,IG1 3DF,Private Limited Company,Active,United Kingdom,,28/03/2017,30,4,31/01/2025,30/04/2023,MICRO ENTITY,25/04/2018,,0,0,0,0,82110 - Combined office administrative service activities,,,,0,0,http://business.data.gov.uk/id/company/10694769,06/04/2017,MAZ A&T SERVICES LIMITED,,,,,,,,,,,,,,,,,,,03/04/2024,20/03/2023
"""A TASTE OF TUSCANY"" LTD",06473722,,,94-96 SEYMOUR PLACE,,MARYLEBONE,LONDON,,W1H 1NB,Private Limited Company,Active,United Kingdom,,15/01/2008,29,12,29/12/2023,29/12/2021,MICRO ENTITY,12/02/2017,15/01/2016,0,0,0,0,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id/company/06473722,,,,,,,,,,,,,,,,,,,,,17/10/2024,03/10/2023
"""A"" CERAMICS LIMITED",04494986,,,132 MANCHESTER ROAD,SHAW,OLDHAM,LANCASHIRE,,OL2 7DD,Private Limited Company,Active,United Kingdom,,25/07/2002,31,7,30/04/2024,31/07/2022,TOTAL EXEMPTION FULL,22/08/2016,25/07/2015,1,1,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/04494986,,,,,,,,,,,,,,,,,,,,,08/08/2024,25/07/2023
"""A"" CONCEPT LIMITED",02537158,,,BEAUFORT HOUSE,5 MIDDLESEX STREET,LONDON,,,E1 7AA,Private Limited Company,Active,United Kingdom,,05/09/1990,30,6,31/03/2024,30/06/2022,TOTAL EXEMPTION FULL,03/10/2016,05/09/2015,2,0,0,2,64209 - Activities of other holding companies n.e.c.,73110 - Advertising agencies,,,0,0,http://business.data.gov.uk/id/company/02537158,,,,,,,,,,,,,,,,,,,,,19/09/2024,05/09/2023
"""A.B.J.Z DRIVER HIRE "" LTD",09151627,,,9 ST. MICHAELS TERRACE,STOKE,PLYMOUTH,,ENGLAND,PL1 4QG,Private Limited Company,Active,United Kingdom,,29/07/2014,31,7,30/04/2024,31/07/2022,TOTAL EXEMPTION FULL,25/08/2016,28/07/2015,0,0,0,0,49410 - Freight transport by road,52290 - Other transportation support activities,78200 - Temporary employment agency activities,82990 - Other business support service activities n.e.c.,0,0,http://business.data.gov.uk/id/company/09151627,,,,,,,,,,,,,,,,,,,,,09/02/2024,26/01/2023
"""ABOVE AUTOMATIC"" LTD",SC771476,,,0/2 26 BRISBANE STREET,,GLASGOW,,SCOTLAND,G42 9HY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,02/06/2023,30,6,02/03/2025,,NO ACCOUNTS FILED,30/06/2024,,0,0,0,0,59200 - Sound recording and music publishing activities,,,,0,0,http://business.data.gov.uk/id/company/SC771476,,,,,,,,,,,,,,,,,,,,,15/06/2024,
"""ALL ABOUT ME"" FULL STOP LIMITED",11513658,,,16 BROADWAY AVENUE,,CROYDON,ENGLAND,ENGLAND,CR0 2LP,Private Limited Company,Active,United Kingdom,,13/08/2018,31,8,31/05/2024,31/08/2022,DORMANT,10/09/2019,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11513658,,,,,,,,,,,,,,,,,,,,,26/08/2024,12/08/2023
"""ALL WRAPPED UP"" EVENTS MANAGEMENT LTD",SC313991,,,13 RUTLAND STREET,,EDINBURGH,,SCOTLAND,EH1 2AE,Private Limited Company,Active,United Kingdom,,03/01/2007,28,2,30/11/2023,28/02/2022,MICRO ENTITY,31/01/2017,03/01/2016,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/SC313991,,,,,,,,,,,,,,,,,,,,,17/01/2024,03/01/2023
"""ALTAI CASHMERE"" LLC",FC027187,,,"BUILDING LEFT TO THE ""TUUL""",DRY CLEANING,KHAN-UUL DISTRICT,"ULAANBAATAR, MONGOLIA",MONGOLIA,,Other company type,Active,MONGOLIA,,14/06/2006,30,6,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/FC027187,,,,,,,,,,,,,,,,,,,,,26/12/2016,
"""AN IDEAL LIFE???"" CIC",12459056,,,197 CLAREMONT ROAD,,MANCHESTER,,ENGLAND,M14 4JF,Community Interest Company,Active - Proposal to Strike off,United Kingdom,,12/02/2020,29,2,28/02/2022,,NO ACCOUNTS FILED,12/03/2021,,0,0,0,0,85600 - Educational support services,,,,0,0,http://business.data.gov.uk/id/company/12459056,,,,,,,,,,,,,,,,,,,,,25/02/2023,11/02/2022
"""AND BREATHE"" LTD",09008930,,,UNIT G20 BOSTON ENTERPRISE CENTRE VENTURE HOUSE,ENTERPRISE WAY,BOSTON,,ENGLAND,PE21 7TW,Private Limited Company,Active,United Kingdom,,24/04/2014,30,4,31/01/2025,30/04/2023,MICRO ENTITY,22/05/2017,24/04/2016,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/09008930,,,,,,,,,,,,,,,,,,,,,08/05/2024,24/04/2023
"""ANDI'S GIFT""",CE012989,,,,,,,,,Charitable Incorporated Organisation,Active,United Kingdom,,22/01/2018,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/CE012989,,,,,,,,,,,,,,,,,,,,,,
"""ARTHUR BALFOUR"",CONSERVATIVE WORKING MEN'S CLUB LIMITED",IP10067R,,,,,,,,,Registered Society,Active,United Kingdom,,01/01/1981,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/IP10067R,,,,,,,,,,,,,,,,,,,,,15/01/2017,
"""AS I HAVE LOVED YOU"" LIMITED",08181359,,,HOLLY HOUSE,220 NEW LONDON ROAD,CHELMSFORD,,ENGLAND,CM2 9AE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,16/08/2012,31,8,31/05/2024,31/08/2022,DORMANT,22/07/2017,24/06/2016,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/08181359,05/10/2012,?AS I HAVE LOVED YOU?,,,,,,,,,,,,,,,,,,,08/07/2024,24/06/2023
"""AUTOCONTEX"" AUTOMOBIL CONTAINER EXPRESS GMBH",FC018262,,,BRANCH REGISTRATION,REFER TO PARENT REGISTRY,,,GERMANY,,Other company type,Active,WEST GERMANY,,01/11/1994,30,11,,31/12/2002,FULL,,,2,2,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/FC018262,,,,,,,,,,,,,,,,,,,,,01/12/2016,
"""AV IT ALL"" AUDIO-VISUAL INSTALLATIONS LTD",SC678676,,,69 SOUTH PILMUIR ROAD,,CLACKMANNAN,,SCOTLAND,FK10 4JR,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,26/10/2020,31,10,31/07/2024,31/10/2022,TOTAL EXEMPTION FULL,23/11/2021,,0,0,0,0,61900 - Other telecommunications activities,,,,0,0,http://business.data.gov.uk/id/company/SC678676,,,,,,,,,,,,,,,,,,,,,08/11/2023,25/10/2022
"""AVICENNA-MED"" LTD",12127911,,,3 REDSAND CLOSE,,WILLENHALL,,ENGLAND,WV12 4EZ,Private Limited Company,Active,United Kingdom,,29/07/2019,31,7,30/04/2024,31/07/2022,TOTAL EXEMPTION FULL,26/08/2020,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/12127911,,,,,,,,,,,,,,,,,,,,,08/12/2023,24/11/2022
"""B""",CE033707,,,,,,,,,Charitable Incorporated Organisation,Active,United Kingdom,,26/09/2023,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/CE033707,,,,,,,,,,,,,,,,,,,,,,
"""B"" COOL LIMITED",05318740,,,C/O CHARNWOOD ACCOUNTANTS THE POINT GRANITE WAY,MOUNTSORREL,LOUGHBOROUGH,LEICESTERSHIRE,,LE12 7TZ,Private Limited Company,Active,United Kingdom,,21/12/2004,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,18/01/2017,21/12/2015,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/05318740,,,,,,,,,,,,,,,,,,,,,04/01/2024,21/12/2022
"""BACHELORS"" LIMITED(THE)",00807672,,,47A HIGH STREET,BANSTEAD,SURREY,,,SM7 2NL,Private Limited Company,Liquidation,United Kingdom,,03/06/1964,30,6,30/04/2003,,NO ACCOUNTS FILED,,,1,1,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/00807672,,,,,,,,,,,,,,,,,,,,,17/06/2017,
"""BAMEX"" ZAKLAD PRODUKCYJNO-HANDLOWY",FC015324,,,MR.E.SZELICZYK,67 OXLEAY ROAD,RAYNERS LANE,HARROW MIDDX.HA2 9UZ,POLAND,,Other company type,Active,POLAND,,11/12/1989,31,3,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/FC015324,,,,,,,,,,,,,,,,,,,,,25/12/2016,
"""BASI PILATES & MOVEMENT BY YVETTE LTD"" LTD",14139756,,,20-22 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,30/05/2022,31,5,29/02/2024,,NO ACCOUNTS FILED,27/06/2023,,0,0,0,0,96040 - Physical well-being activities,,,,0,0,http://business.data.gov.uk/id/company/14139756,,,,,,,,,,,,,,,,,,,,,12/06/2023,
"""BE"" NEWHALL MANAGEMENT COMPANY LIMITED",07326397,,,VANTAGE POINT,23 MARK ROAD,HEMEL HEMPSTEAD,HERTFORDSHIRE,,HP2 7DN,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,27/07/2010,31,7,30/04/2024,31/07/2022,DORMANT,24/08/2016,27/07/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/07326397,,,,,,,,,,,,,,,,,,,,,10/08/2024,27/07/2023
"""BEDE INVESTMENT PROPERTIES LIMITED""",02871100,,,43A UXBRIDGE ROAD,LONDON,,,,W12 8LA,Private Limited Company,Active,United Kingdom,,12/11/1993,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,28/11/2016,31/10/2015,5,5,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/02871100,,,,,,,,,,,,,,,,,,,,,14/11/2023,31/10/2022
"""BEECHBANK COURT"" MANAGEMENT COMPANY LIMITED",01382560,,,33 BEECHBANK,NORWICH,NORFOLK,,,NR2 2AL,Private Limited Company,Active,United Kingdom,,07/08/1978,31,5,29/02/2024,31/05/2022,MICRO ENTITY,23/05/2017,25/04/2016,0,0,0,0,68320 - Management of real estate on a fee or contract basis,74990 - Non-trading company,,,0,0,http://business.data.gov.uk/id/company/01382560,,,,,,,,,,,,,,,,,,,,,09/05/2024,25/04/2023
"""BELLE-VUE"" ENTERPRISES LIMITED",04427981,,,ST ANN'S HOUSE,ST ANN'S STREET,KINGS LYNN,NORFOLK,,PE30 1LT,Private Limited Company,Active,United Kingdom,,30/04/2002,31,5,29/02/2024,31/05/2022,MICRO ENTITY,25/05/2017,27/04/2016,0,0,0,0,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id/company/04427981,,,,,,,,,,,,,,,,,,,,,11/05/2024,27/04/2023
"""BEON"" SUPPORT LTD",14502415,,,1 DEBEN ROAD,,CORBY,,ENGLAND,NN17 2JY,Private Limited Company,Active,United Kingdom,,23/11/2022,4,4,23/08/2024,,NO ACCOUNTS FILED,21/12/2023,,0,0,0,0,41100 - Development of building projects,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,84300 - Compulsory social security activities,88990 - Other social work activities without accommodation n.e.c.,0,0,http://business.data.gov.uk/id/company/14502415,,,,,,,,,,,,,,,,,,,,,06/12/2023,
"""BETTER CALL CECIL"" LTD",13105018,,,33 HIGHBURY ROAD,BREAM,LYDNEY,,ENGLAND,GL15 6EF,Private Limited Company,Active,United Kingdom,,30/12/2020,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,27/01/2022,,0,0,0,0,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13105018,,,,,,,,,,,,,,,,,,,,,29/01/2024,15/01/2023
"""BIGMAC LTD"" LIMITED",14413667,,,3 STANEFORD CLOSE,KETLEY,TELFORD,,ENGLAND,TF1 5GS,Private Limited Company,Active,United Kingdom,,12/10/2022,31,10,12/07/2024,,NO ACCOUNTS FILED,09/11/2023,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/14413667,,,,,,,,,,,,,,,,,,,,,25/10/2023,
"""BSP RETAIL"" LIMITED",10813901,,,POST OFFICE 14 SOUTH STREET,TILLINGHAM,SOUTHMINSTER,ESSEX,ENGLAND,CM0 7TJ,Private Limited Company,Active,United Kingdom,,12/06/2017,30,6,31/03/2024,30/06/2022,TOTAL EXEMPTION FULL,10/07/2018,,0,0,0,0,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",47620 - Retail sale of newspapers and stationery in specialised stores,,,0,0,http://business.data.gov.uk/id/company/10813901,,,,,,,,,,,,,,,,,,,,,23/06/2024,09/06/2023
"""BUDMEL"" COMPANY LTD",FC025469,,,BRANCH REGISTRATION,REFER TO PARENT REGISTRY,,,POLAND,,Other company type,Active,POLAND,,21/09/2004,30,9,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/FC025469,,,,,,,,,,,,,,,,,,,,,05/10/2016,
"""C"" PIECES LTD.",03686502,,,C/O CLARKE BELL LIMITED,3RD FLOOR  THE PINNACLE,MANCHESTER,,,M2 4NG,Private Limited Company,Liquidation,United Kingdom,,21/12/1998,30,11,31/08/2024,30/11/2022,MICRO ENTITY,18/01/2017,21/12/2015,0,0,0,0,45310 - Wholesale trade of motor vehicle parts and accessories,,,,0,0,http://business.data.gov.uk/id/company/03686502,,,,,,,,,,,,,,,,,,,,,02/01/2024,19/12/2022
"""CANNON CHAMBERS"" 17 CANNON PLACE MANAGEMENT LIMITED",02076454,,,17 CANNON PLACE,HAMPSTEAD,LONDON,,,NW3 1EH,Private Limited Company,Active,United Kingdom,,21/11/1986,31,3,31/12/2023,31/03/2022,DORMANT,24/04/2017,27/03/2016,0,0,0,0,74990 - Non-trading company,98000 - Residents property management,,,0,0,http://business.data.gov.uk/id/company/02076454,,,,,,,,,,,,,,,,,,,,,10/04/2024,27/03/2023
