CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
VALIANT CORPORATE SERVICES LIMITED,08902470,,,MARITIME HOUSE HARBOUR WALK,THE MARINA,HARTLEPOOL,,,TS24 0UX,Private Limited Company,Active,United Kingdom,,19/02/2014,31,3,31/12/2023,31/03/2022,MICRO ENTITY,19/03/2017,19/02/2016,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08902470,,,,,,,,,,,,,,,,,,,,,07/02/2024,24/01/2023
VALIANT CORPORATION LIMITED,13317598,,,8A TENNISON ROAD,,LONDON,,UNITED KINGDOM,SE25 5RT,Private Limited Company,Active,United Kingdom,,07/04/2021,30,4,31/01/2024,30/04/2022,DORMANT,05/05/2022,,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/13317598,,,,,,,,,,,,,,,,,,,,,20/04/2024,06/04/2023
VALIANT DESIGN LIMITED,04350393,,,THE DAIRY STUDIOS,RUNFOLD ST GEORGE,FARNHAM,SURREY,,GU10 1PL,Private Limited Company,Active,United Kingdom,,09/01/2002,31,12,30/09/2024,31/12/2022,MICRO ENTITY,09/02/2017,12/01/2016,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/04350393,12/05/2010,MARKETPLACE CREATIVE LIMITED,,,,,,,,,,,,,,,,,,,22/01/2024,08/01/2023
VALIANT DETAILING LTD,10724811,,,34 LONG HILL ROAD,,HUDDERSFIELD,,ENGLAND,HD2 1PJ,Private Limited Company,Active,United Kingdom,,13/04/2017,30,4,31/01/2024,30/04/2022,TOTAL EXEMPTION FULL,11/05/2018,,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/10724811,,,,,,,,,,,,,,,,,,,,,26/04/2024,12/04/2023
VALIANT EFFORTS LIMITED,10583608,,,NORTH END PARTRIDGE LANE,RUSPER,HORSHAM,WEST SUSSEX,ENGLAND,RH12 4RW,Private Limited Company,Active,United Kingdom,,25/01/2017,31,1,31/10/2023,31/01/2022,TOTAL EXEMPTION FULL,22/02/2018,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10583608,,,,,,,,,,,,,,,,,,,,,16/02/2024,02/02/2023
VALIANT ELECTRIC FACILITIES LIMITED,07280743,,,68 MORESBY AVENUE,,SURBITON,SURREY,,KT5 9DS,Private Limited Company,Active,United Kingdom,,10/06/2010,31,3,31/12/2023,31/03/2022,MICRO ENTITY,08/07/2017,10/06/2016,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/07280743,,,,,,,,,,,,,,,,,,,,,24/06/2024,10/06/2023
VALIANT ELECTRICAL LTD,09881354,,,BROUGHTON LODGE MEWS,FIELD BROUGHTON,GRANGE-OVER-SANDS,,ENGLAND,LA11 6HL,Private Limited Company,Active,United Kingdom,,20/11/2015,30,11,31/08/2024,30/11/2022,MICRO ENTITY,18/12/2016,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/09881354,,,,,,,,,,,,,,,,,,,,,03/12/2023,19/11/2022
VALIANT ENGINEERING CONSULTING SERVICES LTD,14485159,,,50 REEVE WAY,GODMANCHESTER,HUNTINGDON,,ENGLAND,PE29 2PH,Private Limited Company,Active,United Kingdom,,15/11/2022,30,11,15/08/2024,,NO ACCOUNTS FILED,13/12/2023,,0,0,0,0,25110 - Manufacture of metal structures and parts of structures,43999 - Other specialised construction activities n.e.c.,71122 - Engineering related scientific and technical consulting activities,71200 - Technical testing and analysis,0,0,http://business.data.gov.uk/id/company/14485159,,,,,,,,,,,,,,,,,,,,,28/11/2023,
VALIANT ENGINEERING LTD,11850279,,,GLEN VIEW,SCRATIONS LANE,LOSTWITHIEL,CORNWALL,UNITED KINGDOM,PL22 0DP,Private Limited Company,Active,United Kingdom,,27/02/2019,28,2,30/11/2023,28/02/2022,MICRO ENTITY,26/03/2020,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/11850279,,,,,,,,,,,,,,,,,,,,,11/03/2024,26/02/2023
VALIANT ENTERPRISES LTD,12031720,,,DEVONSHIRE HOUSE,MANOR WAY,BOREHAMWOOD,HERTFORDSHIRE,,WD6 1QQ,Private Limited Company,Liquidation,United Kingdom,,04/06/2019,30,6,31/03/2023,30/06/2021,MICRO ENTITY,02/07/2020,,0,0,0,0,31090 - Manufacture of other furniture,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/12031720,,,,,,,,,,,,,,,,,,,,,03/06/2023,20/05/2022
VALIANT FACILITIES MANAGEMENT LIMITED,14466080,,,CHURCH FARM MAIN STREET,WILLEY,RUGBY,,ENGLAND,CV23 0SH,Private Limited Company,Active,United Kingdom,,07/11/2022,30,11,07/08/2024,,NO ACCOUNTS FILED,05/12/2023,,0,0,0,0,81100 - Combined facilities support activities,,,,0,0,http://business.data.gov.uk/id/company/14466080,,,,,,,,,,,,,,,,,,,,,20/11/2023,
VALIANT FILMS LTD,12864091,,,MINTON HOUSE,CHURCH STREET,COLYTON,,ENGLAND,EX24 6JY,Private Limited Company,Active,United Kingdom,,08/09/2020,30,9,30/06/2024,30/09/2022,DORMANT,06/10/2021,,0,0,0,0,59111 - Motion picture production activities,59113 - Television programme production activities,,,0,0,http://business.data.gov.uk/id/company/12864091,,,,,,,,,,,,,,,,,,,,,18/09/2024,04/09/2023
VALIANT FINANCIAL MANAGEMENT LTD,11997697,,,104A SWABY ROAD,,LONDON,,ENGLAND,SW18 3QZ,Private Limited Company,Active,United Kingdom,,15/05/2019,31,5,29/02/2024,31/05/2022,MICRO ENTITY,12/06/2020,,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/11997697,,,,,,,,,,,,,,,,,,,,,28/05/2024,14/05/2023
VALIANT FOUR LIMITED,12561845,,,"112C HIGH STREET, 1ST FLOOR",,HADLEIGH,SUFFOLK,UNITED KINGDOM,IP7 5EL,Private Limited Company,Active,United Kingdom,,17/04/2020,30,4,31/01/2024,30/04/2022,DORMANT,15/05/2021,,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/12561845,,,,,,,,,,,,,,,,,,,,,05/04/2024,22/03/2023
VALIANT FURNITURE LTD,12619697,,,9 RIVERSIDE,WATERS MEETING ROAD,BOLTON,LANCASHIRE,UNITED KINGDOM,BL1 8TU,Private Limited Company,Active,United Kingdom,,22/05/2020,31,5,29/02/2024,31/05/2022,TOTAL EXEMPTION FULL,19/06/2021,,2,2,0,0,31090 - Manufacture of other furniture,,,,0,0,http://business.data.gov.uk/id/company/12619697,24/08/2021,S J UNITS NORTHWEST LTD,,,,,,,,,,,,,,,,,,,04/06/2024,21/05/2023
VALIANT FX BIDCO LIMITED,14935528,,,THAMESIDE HOUSE HURST ROAD,EAST MOLESEY,SURREY,,UNITED KINGDOM,KT8 9AY,Private Limited Company,Active,United Kingdom,,14/06/2023,30,6,14/03/2025,,NO ACCOUNTS FILED,12/07/2024,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14935528,06/07/2023,VALIANT BIDCO LIMITED,,,,,,,,,,,,,,,,,,,27/06/2024,
VALIANT FX HOLDCO LIMITED,14935007,,,THAMESIDE HOUSE HURST ROAD,EAST MOLESEY,SURREY,,UNITED KINGDOM,KT8 9AY,Private Limited Company,Active,United Kingdom,,14/06/2023,30,6,14/03/2025,,NO ACCOUNTS FILED,12/07/2024,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14935007,06/07/2023,VALIANT HOLDCO LIMITED,,,,,,,,,,,,,,,,,,,27/06/2024,
VALIANT FX MIDCO LIMITED,14935277,,,THAMESIDE HOUSE HURST ROAD,EAST MOLESEY,SURREY,,UNITED KINGDOM,KT8 9AY,Private Limited Company,Active,United Kingdom,,14/06/2023,30,6,14/03/2025,,NO ACCOUNTS FILED,12/07/2024,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14935277,06/07/2023,VALIANT MIDCO LIMITED,,,,,,,,,,,,,,,,,,,27/06/2024,
VALIANT FX TOPCO LIMITED,14218111,,,THAMESIDE HOUSE HURST ROAD,EAST MOLESEY,SURREY,,UNITED KINGDOM,KT8 9AY,Private Limited Company,Active,United Kingdom,,06/07/2022,31,7,06/04/2024,,NO ACCOUNTS FILED,03/08/2023,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14218111,02/08/2023,MYLIFE ONLINE COUNSELLING SERVICES LIMITED,,,,,,,,,,,,,,,,,,,19/07/2024,05/07/2023
VALIANT GAS LIMITED,10483304,,,3 CROFTON ROAD,COATE,SWINDON,WILTSHIRE,ENGLAND,SN3 6FF,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,17/11/2016,30,11,31/08/2021,30/11/2019,MICRO ENTITY,15/12/2017,,0,0,0,0,33190 - Repair of other equipment,,,,0,0,http://business.data.gov.uk/id/company/10483304,,,,,,,,,,,,,,,,,,,,,30/03/2023,16/03/2022
VALIANT GATE SYSTEM LTD,14434659,,,SUITE G04,"1 QUALITY COURT, CHANCERY LANE",LONDON,,ENGLAND,WC2A 1HR,Private Limited Company,Active,United Kingdom,,21/10/2022,31,10,21/07/2024,,NO ACCOUNTS FILED,18/11/2023,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14434659,,,,,,,,,,,,,,,,,,,,,08/11/2023,25/10/2022
VALIANT GLOBAL LIMITED,14339211,,,2 WHIELDEN LANE,WINCHMORE HILL,AMERSHAM,BUCKINGHAMSHIRE,ENGLAND,HP7 0NF,Private Limited Company,Active,United Kingdom,,06/09/2022,30,9,06/06/2024,,NO ACCOUNTS FILED,04/10/2023,,0,0,0,0,84240 - Public order and safety activities,,,,0,0,http://business.data.gov.uk/id/company/14339211,,,,,,,,,,,,,,,,,,,,,19/09/2024,05/09/2023
VALIANT GROUP LTD,13879560,,,12 CLAREMONT AVENUE,,BOURNEMOUTH,,UNITED KINGDOM,BH9 3EZ,Private Limited Company,Active,United Kingdom,,28/01/2022,31,1,28/10/2023,,NO ACCOUNTS FILED,25/02/2023,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/13879560,,,,,,,,,,,,,,,,,,,,,10/02/2024,27/01/2023
VALIANT HEATING & PLUMBING LTD,11765634,,,17 VALIANT CLOSE,,LIVERPOOL,MERSEYSIDE,,L12 0SA,Private Limited Company,Active,United Kingdom,,14/01/2019,31,1,31/10/2023,31/01/2022,MICRO ENTITY,11/02/2020,,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/11765634,,,,,,,,,,,,,,,,,,,,,27/01/2024,13/01/2023
VALIANT HERALDICS LIMITED,01600293,,,1 SWISS GARDENS,,SHOREHAM-BY-SEA,WEST SUSSEX,ENGLAND,BN43 5WH,Private Limited Company,Active,United Kingdom,,26/11/1981,20,6,20/03/2025,20/06/2023,DORMANT,24/05/2017,26/04/2016,0,0,0,0,46499 - Wholesale of household goods (other than musical instruments) n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/01600293,,,,,,,,,,,,,,,,,,,,,10/05/2024,26/04/2023
VALIANT HOLDINGS LIMITED,06571767,,,FIRST FLOOR NORTH ARGYLE HOUSE,JOEL STREET,NORTHWOOD HILLS,MIDDLESEX,,HA6 1LN,Private Limited Company,Active,United Kingdom,,21/04/2008,31,12,30/09/2024,31/12/2022,GROUP,19/05/2017,21/04/2016,0,0,0,0,66190 - Activities auxiliary to financial intermediation n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/06571767,,,,,,,,,,,,,,,,,,,,,05/05/2024,21/04/2023
VALIANT HOMES LIMITED,04461343,,,141-143 COMMERCIAL ROAD,,POOLE,DORSET,ENGLAND,BH14 0JD,Private Limited Company,Active,United Kingdom,,14/06/2002,30,6,31/03/2024,30/06/2022,DORMANT,12/07/2017,14/06/2016,0,0,0,0,55100 - Hotels and similar accommodation,,,,0,0,http://business.data.gov.uk/id/company/04461343,,,,,,,,,,,,,,,,,,,,,08/08/2024,25/07/2023
VALIANT HOUSE (MANAGEMENT) LIMITED,01051860,,,"FIRST FLOOR, JEBSEN HOUSE",53-61 HIGH STREET,RUISLIP,MIDDLESEX,ENGLAND,HA4 7BD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,27/04/1972,24,6,24/03/2024,24/06/2022,TOTAL EXEMPTION FULL,07/01/2017,10/12/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/01051860,,,,,,,,,,,,,,,,,,,,,24/12/2023,10/12/2022
VALIANT HOUSE (RISSINGTON) MANAGEMENT COMPANY LIMITED,11015460,,,GATEWAY HOUSE,10 COOPERS WAY,SOUTHEND ON SEA,ESSEX,UNITED KINGDOM,SS2 5TE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,16/10/2017,31,10,31/07/2024,31/10/2022,DORMANT,13/11/2018,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/11015460,,,,,,,,,,,,,,,,,,,,,01/03/2024,16/02/2023
VALIANT HOUSE PROPERTIES LIMITED,03097235,,,"FIRST FLOOR, JEBSEN HOUSE",53-61 HIGH STREET,RUISLIP,MIDDLESEX,ENGLAND,HA4 7BD,Private Limited Company,Active,United Kingdom,,01/09/1995,30,9,30/06/2024,30/09/2022,TOTAL EXEMPTION FULL,29/09/2016,01/09/2015,1,0,0,1,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/03097235,,,,,,,,,,,,,,,,,,,,,24/10/2023,10/10/2022
VALIANT HOUSING LIMITED,10023798,,,118 CAMBERWELL NEW ROAD,,LONDON,,ENGLAND,SE5 0RS,Private Limited Company,Active,United Kingdom,,24/02/2016,29,2,30/11/2024,28/02/2023,MICRO ENTITY,24/03/2017,,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/10023798,,,,,,,,,,,,,,,,,,,,,08/03/2024,23/02/2023
VALIANT HOUSING SOLUTIONS LTD,14750684,,,24 GLEN ROAD,,BOURNEMOUTH,,UNITED KINGDOM,BH5 1HR,Private Limited Company,Active,United Kingdom,,22/03/2023,31,3,22/12/2024,,NO ACCOUNTS FILED,19/04/2024,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,,,0,0,http://business.data.gov.uk/id/company/14750684,,,,,,,,,,,,,,,,,,,,,04/04/2024,
VALIANT INTEGRATED SERVICES LTD.,09541970,,,ACRE HOUSE,11/15 WILLIAM ROAD,LONDON,,UNITED KINGDOM,NW1 3ER,Private Limited Company,Active,United Kingdom,,14/04/2015,29,9,29/06/2024,30/09/2022,SMALL,12/05/2017,14/04/2016,0,0,0,0,"46170 - Agents involved in the sale of food, beverages and tobacco","52219 - Other service activities incidental to land transportation, n.e.c.",74300 - Translation and interpretation activities,84220 - Defence activities,0,0,http://business.data.gov.uk/id/company/09541970,20/07/2015,SNRDCO 3199 LIMITED,,,,,,,,,,,,,,,,,,,12/09/2024,29/08/2023
VALIANT INTERNATIONAL PAPER MACHINERY COMPANY LIMITED,01712718,,,8 & 9 NEW SQUARE,LINCOLN'S INN,LONDON,,,WC2A 3QP,Private Limited Company,Liquidation,United Kingdom,,06/04/1983,31,7,31/05/1986,,NO ACCOUNTS FILED,,14/05/1986,1,1,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/01712718,,,,,,,,,,,,,,,,,,,,,20/04/2017,
VALIANT INVESTMENTS LTD,15157190,,,26 DUNSTAN CLOSE,HOLYSTONE,NEWCASTLE UPON TYNE,,UNITED KINGDOM,NE27 0GZ,Private Limited Company,Active,United Kingdom,,22/09/2023,30,9,22/06/2025,,NO ACCOUNTS FILED,20/10/2024,,0,0,0,0,68100 - Buying and selling of own real estate,68310 - Real estate agencies,,,0,0,http://business.data.gov.uk/id/company/15157190,,,,,,,,,,,,,,,,,,,,,05/10/2024,
VALIANT IT LTD,11766803,,,KEMP HOUSE,160 CITY ROAD,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,15/01/2019,31,1,31/10/2021,31/01/2020,MICRO ENTITY,12/02/2020,,0,0,0,0,62030 - Computer facilities management activities,,,,0,0,http://business.data.gov.uk/id/company/11766803,,,,,,,,,,,,,,,,,,,,,28/01/2022,14/01/2021
VALIANT KENNELS LTD,09841767,,,DOZEN AND ONE PUDSEY HALL LANE,CANEWDON,ROCHFORD,,ENGLAND,SS4 3RY,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,26/10/2015,31,10,31/07/2022,31/10/2020,DORMANT,23/11/2016,,0,0,0,0,"01700 - Hunting, trapping and related service activities",,,,0,0,http://business.data.gov.uk/id/company/09841767,30/07/2021,VALIANT PEST SOLUTIONS LIMITED,,,,,,,,,,,,,,,,,,,29/07/2022,15/07/2021
VALIANT KNIGHT LIMITED,11067269,,,C/O SMART INSOLVENCY SOLUTIONS LTD,1 CASTLE STREET,WORCESTER,,,WR1 3AA,Private Limited Company,Liquidation,United Kingdom,,16/11/2017,30,11,31/08/2023,30/11/2021,MICRO ENTITY,14/12/2018,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/11067269,,,,,,,,,,,,,,,,,,,,,26/11/2022,12/11/2021
VALIANT LAND COMPANY LIMITED,05287432,,,MAPLE HOUSE,5 THE MAPLES,CLEEVE,SOMERSET,UNITED KINGDOM,BS49 4FS,Private Limited Company,Active,United Kingdom,,16/11/2004,30,11,31/08/2024,30/11/2022,MICRO ENTITY,14/12/2016,16/11/2015,0,0,0,0,41100 - Development of building projects,68320 - Management of real estate on a fee or contract basis,,,0,0,http://business.data.gov.uk/id/company/05287432,,,,,,,,,,,,,,,,,,,,,30/11/2023,16/11/2022
VALIANT LINGERIE LIMITED,12416831,,,71-75 SHELTON STREET,,LONDON,,ENGLAND,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,21/01/2020,31,3,31/12/2023,31/03/2022,MICRO ENTITY,18/02/2021,,0,0,0,0,14142 - Manufacture of women's underwear,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/12416831,,,,,,,,,,,,,,,,,,,,,03/02/2024,20/01/2023
VALIANT LOGISTICS LLP,OC419331,,,27 OLD GLOUCESTER STREET,,LONDON,,UNITED KINGDOM,WC1N 3AX,Limited Liability Partnership,Active,United Kingdom,,03/10/2017,31,10,31/07/2024,31/10/2022,TOTAL EXEMPTION FULL,31/10/2018,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC419331,,,,,,,,,,,,,,,,,,,,,09/08/2024,26/07/2023
VALIANT MANAGEMENT LIMITED,03025787,,,15 DRAKEFIELD ROAD,LONDON,,,,SW17 8RT,Private Limited Company,Active,United Kingdom,,23/02/1995,31,12,30/09/2024,31/12/2022,DORMANT,15/03/2017,15/02/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/03025787,,,,,,,,,,,,,,,,,,,,,28/02/2024,14/02/2023
VALIANT MARINE DEVELOPMENTS LIMITED,10630412,,,UNIT 1 FORD LANE BUSINESS PARK,FORD LANE,ARUNDEL,WEST SUSSEX,ENGLAND,BN18 0UZ,Private Limited Company,Active,United Kingdom,,21/02/2017,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,21/03/2018,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/10630412,,,,,,,,,,,,,,,,,,,,,06/03/2024,21/02/2023
