CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
SCALEFORD CARE HOME LIMITED,04544764,,,FRP ADVISORY TRADING LIMITED DERBY HOUSE,12 WINCKLEY SQUARE,PRESTON,LANCASHIRE,,PR1 3JJ,Private Limited Company,Liquidation,United Kingdom,,25/09/2002,30,11,30/11/2022,30/11/2020,TOTAL EXEMPTION FULL,23/10/2016,25/09/2015,1,1,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/04544764,,,,,,,,,,,,,,,,,,,,,09/10/2022,25/09/2021
SCALEFREE CAPITAL HOLDING LTD,12231867,,,1 POULTRY,,LONDON,,ENGLAND,EC2R 8EJ,Private Limited Company,Active,United Kingdom,,27/09/2019,30,9,30/06/2024,30/09/2022,MICRO ENTITY,25/10/2020,,2,2,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,,0,0,http://business.data.gov.uk/id/company/12231867,,,,,,,,,,,,,,,,,,,,,13/08/2024,30/07/2023
SCALEFREE CAPITAL LTD,10404602,,,1 POULTRY,,LONDON,,ENGLAND,EC2R 8EJ,Private Limited Company,Active,United Kingdom,,30/09/2016,27,9,27/06/2024,27/09/2022,MICRO ENTITY,28/10/2017,,10,9,0,1,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,,0,0,http://business.data.gov.uk/id/company/10404602,,,,,,,,,,,,,,,,,,,,,03/04/2024,20/03/2023
SCALEFREE LIMITED,09617437,,,"LEVEL 4, REEDS WHARF",33 MILL STREET,LONDON,,ENGLAND,SE1 2AX,Private Limited Company,Active,United Kingdom,,01/06/2015,30,6,31/03/2024,30/06/2022,TOTAL EXEMPTION FULL,29/06/2017,01/06/2016,0,0,0,0,62020 - Information technology consultancy activities,70229 - Management consultancy activities other than financial management,,,0,0,http://business.data.gov.uk/id/company/09617437,,,,,,,,,,,,,,,,,,,,,15/06/2024,01/06/2023
SCALEGENIC LTD,13854395,,,102 NORTHMOOR ROAD,MANCHESTER,MANCHESTER,,UNITED KINGDOM,M12 5RS,Private Limited Company,Active,United Kingdom,,17/01/2022,31,1,17/10/2023,,NO ACCOUNTS FILED,14/02/2023,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,62020 - Information technology consultancy activities,,,0,0,http://business.data.gov.uk/id/company/13854395,,,,,,,,,,,,,,,,,,,,,30/01/2024,16/01/2023
SCALEGILL APARTMENTS LIMITED,04012456,,,MILL TOP SCALEGILL,KIRKBY MALHAM,SKIPTON,NORTH YORKSHIRE,ENGLAND,BD23 4BN,Private Limited Company,Active,United Kingdom,,12/06/2000,31,8,31/05/2024,31/08/2022,MICRO ENTITY,27/05/2017,29/04/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/04012456,,,,,,,,,,,,,,,,,,,,,13/05/2024,29/04/2023
SCALEGILL ESTATE LIMITED,03981917,,,MILL RACE SCALEGILL,KIRKBY MALHAM,SKIPTON,NORTH YORKSHIRE,ENGLAND,BD23 4BN,Private Limited Company,Active,United Kingdom,,27/04/2000,31,8,31/05/2024,31/08/2022,MICRO ENTITY,25/05/2017,27/04/2016,0,0,0,0,81100 - Combined facilities support activities,,,,0,0,http://business.data.gov.uk/id/company/03981917,,,,,,,,,,,,,,,,,,,,,11/05/2024,27/04/2023
SCALEHALL LIMITED,05710396,,,1ST FLOOR ALLIED SAINIF HOUSE,412 GREENFORD ROAD,GREENFORD,MIDDLESEX,,UB6 9AH,Private Limited Company,Active,United Kingdom,,15/02/2006,28,2,30/11/2023,28/02/2022,MICRO ENTITY,09/02/2017,12/01/2016,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/05710396,,,,,,,,,,,,,,,,,,,,,26/01/2024,12/01/2023
SCALEHAND LIMITED,01404280,,,8 CROSS OAK ROAD,,BERKHAMSTED,,ENGLAND,HP4 3EH,Private Limited Company,Active,United Kingdom,,07/12/1978,30,6,31/03/2024,30/06/2022,MICRO ENTITY,24/09/2016,27/08/2015,0,0,0,0,18201 - Reproduction of sound recording,,,,0,0,http://business.data.gov.uk/id/company/01404280,,,,,,,,,,,,,,,,,,,,,05/03/2024,20/02/2023
SCALEHORIZON LIMITED,14991965,,,FLOTILLA HOUSE,JUNIPER DRIVE,LONDON,,UNITED KINGDOM,SW18 1FX,Private Limited Company,Active,United Kingdom,,10/07/2023,31,7,10/04/2025,,NO ACCOUNTS FILED,07/08/2024,,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/14991965,,,,,,,,,,,,,,,,,,,,,23/07/2024,
SCALEIT ADS LTD,14742563,,,"7 CORONATION ROAD, DEPHNA HOUSE, LAUNCHESE #105",,LONDON,,UNITED KINGDOM,NW10 7PQ,Private Limited Company,Active,United Kingdom,,20/03/2023,31,3,20/12/2024,,NO ACCOUNTS FILED,17/04/2024,,0,0,0,0,73110 - Advertising agencies,,,,0,0,http://business.data.gov.uk/id/company/14742563,,,,,,,,,,,,,,,,,,,,,02/04/2024,
SCALEITCO LTD,14697391,,,20-22 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,01/03/2023,31,3,01/12/2024,,NO ACCOUNTS FILED,29/03/2024,,0,0,0,0,73110 - Advertising agencies,,,,0,0,http://business.data.gov.uk/id/company/14697391,12/09/2023,JMOWDH LTD,,,,,,,,,,,,,,,,,,,25/09/2024,11/09/2023
SCALEKA LIMITED,04655010,,,3 EAST POINT,HIGH STREET SEAL,SEVENOAKS,KENT,,TN15 0EG,Private Limited Company,Active,United Kingdom,,03/02/2003,31,3,31/12/2023,31/03/2022,MICRO ENTITY,03/03/2017,03/02/2016,0,0,0,0,70100 - Activities of head offices,,,,0,0,http://business.data.gov.uk/id/company/04655010,,,,,,,,,,,,,,,,,,,,,17/02/2024,03/02/2023
SCALEMASTER LIMITED,02066656,,,THE MILLS,CANAL STREET,DERBY,,,DE1 2RJ,Private Limited Company,Active,United Kingdom,,22/10/1986,30,9,30/06/2024,30/09/2022,TOTAL EXEMPTION FULL,09/11/2016,12/10/2015,1,1,0,0,32990 - Other manufacturing n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/02066656,31/01/2013,D.A.W. ENTERPRISES LIMITED,,,,,,,,,,,,,,,,,,,26/10/2023,12/10/2022
SCALEMATE LTD,14406556,,,26 ASHWELL GARDENS,,NOTTINGHAM,,ENGLAND,NG7 5FY,Private Limited Company,Active,United Kingdom,,09/10/2022,31,10,09/07/2024,,NO ACCOUNTS FILED,06/11/2023,,0,0,0,0,73110 - Advertising agencies,,,,0,0,http://business.data.gov.uk/id/company/14406556,,,,,,,,,,,,,,,,,,,,,22/10/2023,
SCALEMATH LTD,14177805,,,128 CITY ROAD,,LONDON,,ENGLAND,EC1V 2NX,Private Limited Company,Active,United Kingdom,,16/06/2022,30,6,16/03/2024,,NO ACCOUNTS FILED,14/07/2023,,0,0,0,0,58290 - Other software publishing,62020 - Information technology consultancy activities,63990 - Other information service activities n.e.c.,73110 - Advertising agencies,0,0,http://business.data.gov.uk/id/company/14177805,,,,,,,,,,,,,,,,,,,,,30/05/2024,16/05/2023
SCALEME LTD,10751014,,,219 THE STREET,WEST HORSLEY,LEATHERHEAD,,ENGLAND,KT24 6HP,Private Limited Company,Active,United Kingdom,,03/05/2017,31,5,28/02/2025,31/05/2023,DORMANT,31/05/2018,,0,0,0,0,"63110 - Data processing, hosting and related activities",,,,0,0,http://business.data.gov.uk/id/company/10751014,02/03/2020,WESTERMEAD LTD,,,,,,,,,,,,,,,,,,,15/04/2024,01/04/2023
SCALEMINT LTD,11102533,,,20-22 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,07/12/2017,31,12,30/09/2024,31/12/2022,DORMANT,04/01/2019,,0,0,0,0,73110 - Advertising agencies,,,,0,0,http://business.data.gov.uk/id/company/11102533,,,,,,,,,,,,,,,,,,,,,21/10/2023,07/10/2022
SCALEMIRE LTD,13982864,,,53 ROSEDALE ROAD,,LONDON,,ENGLAND,E7 8AU,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,17/03/2022,31,3,17/12/2023,,NO ACCOUNTS FILED,14/04/2023,,0,0,0,0,"46390 - Non-specialised wholesale of food, beverages and tobacco",46900 - Non-specialised wholesale trade,56210 - Event catering activities,,0,0,http://business.data.gov.uk/id/company/13982864,,,,,,,,,,,,,,,,,,,,,20/07/2023,06/07/2022
SCALEMOUNT LIMITED,05710151,,,ARGYLE HOUSE,JOEL STREET,NORTHWOOD,,ENGLAND,HA6 1NW,Private Limited Company,Active,United Kingdom,,15/02/2006,30,4,31/01/2024,30/04/2022,TOTAL EXEMPTION FULL,07/01/2017,10/12/2015,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/05710151,,,,,,,,,,,,,,,,,,,,,24/12/2023,10/12/2022
SCALENE CONSULTING LIMITED,12571442,,,7 HAWTHORN CLOSE,FIR TREE ROAD,BANSTEAD,SURREY,ENGLAND,SM7 1ND,Private Limited Company,Active,United Kingdom,,24/04/2020,30,4,31/01/2024,30/04/2022,MICRO ENTITY,22/05/2021,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/12571442,,,,,,,,,,,,,,,,,,,,,14/04/2024,31/03/2023
SCALENE CORPORATION LIMITED,13515514,,,69 WROUGHTON ROAD,,LONDON,,ENGLAND,SW11 6AS,Private Limited Company,Active,United Kingdom,,16/07/2021,31,7,30/04/2025,31/07/2023,MICRO ENTITY,13/08/2022,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/13515514,,,,,,,,,,,,,,,,,,,,,29/07/2024,15/07/2023
SCALENE GROUP LIMITED,13589937,,,JUBILEE HOUSE 32 DUNCAN CLOSE,MOULTON PARK,NORTHAMPTON,,UNITED KINGDOM,NN3 6WL,Private Limited Company,Active,United Kingdom,,27/08/2021,30,6,31/03/2025,30/06/2023,TOTAL EXEMPTION FULL,24/09/2022,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/13589937,,,,,,,,,,,,,,,,,,,,,09/09/2024,26/08/2023
SCALENE LTD,14304329,,,12 BRUNSWICK QUAY,,LONDON,,ENGLAND,SE16 7PY,Private Limited Company,Active,United Kingdom,,18/08/2022,31,8,18/05/2024,,NO ACCOUNTS FILED,15/09/2023,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/14304329,,,,,,,,,,,,,,,,,,,,,31/08/2023,
SCALENET LTD,05651812,,,33 LONDON ROAD,,HINDHEAD,SURREY,ENGLAND,GU26 6AB,Private Limited Company,Active,United Kingdom,,12/12/2005,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,09/01/2017,12/12/2015,1,1,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/05651812,,,,,,,,,,,,,,,,,,,,,26/12/2023,12/12/2022
SCALENEWORKS PEOPLE SOLUTIONS LIMITED,15014624,,,18 AVONDALE ROAD,,BROMLEY,,ENGLAND,BR1 4EP,Private Limited Company,Active,United Kingdom,,19/07/2023,31,7,19/04/2025,,NO ACCOUNTS FILED,16/08/2024,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15014624,,,,,,,,,,,,,,,,,,,,,01/08/2024,
SCALENS STUDIO LTD,12077931,,,"PROFILE WEST SUITE 2, FLOOR 1",950 GREAT WEST ROAD,BRENTFORD,,ENGLAND,TW8 9ES,Private Limited Company,Active,United Kingdom,,01/07/2019,31,7,30/04/2024,31/07/2022,MICRO ENTITY,29/07/2020,,0,0,0,0,59132 - Video distribution activities,74209 - Photographic activities not elsewhere classified,79909 - Other reservation service activities n.e.c.,96090 - Other service activities n.e.c.,0,0,http://business.data.gov.uk/id/company/12077931,05/01/2022,SKYLENS STUDIO LTD,,,,,,,,,,,,,,,,,,,14/07/2024,30/06/2023
