CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
F.J. HARROW CIVIL ENGINEERING LTD,09764850,,,28 HIGH STREET,IRONBRIDGE,TELFORD,,ENGLAND,TF8 7AD,Private Limited Company,Active,United Kingdom,,07/09/2015,30,9,30/06/2024,30/09/2022,MICRO ENTITY,05/10/2016,,0,0,0,0,42990 - Construction of other civil engineering projects n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/09764850,,,,,,,,,,,,,,,,,,,,,09/09/2024,26/08/2023
F.J. JEFFERY & SON LIMITED,01280793,,,19 MANOR PARK,UP HATHERLEY,CHELTENHAM,,ENGLAND,GL51 3HU,Private Limited Company,Active,United Kingdom,,08/10/1976,31,1,31/10/2023,31/01/2022,TOTAL EXEMPTION FULL,01/12/2016,03/11/2015,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/01280793,,,,,,,,,,,,,,,,,,,,,17/11/2023,03/11/2022
F.J. LEONHARDT LIMITED,03464931,,,HARBEN HOUSE,"HARBEN PARADE, FINCHLEY ROAD",LONDON,,,NW3 6LH,Private Limited Company,Active,United Kingdom,,13/11/1997,30,6,31/03/2024,30/06/2022,MICRO ENTITY,11/12/2016,13/11/2015,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/03464931,,,,,,,,,,,,,,,,,,,,,27/11/2023,13/11/2022
F.J. LOGAN LTD.,SC345794,,,68 OLD KIRK ROAD,,DUNFERMLINE,,SCOTLAND,KY12 7SQ,Private Limited Company,Active,United Kingdom,,16/07/2008,16,7,16/04/2025,16/07/2023,MICRO ENTITY,13/08/2016,16/07/2015,0,0,0,0,64191 - Banks,,,,0,0,http://business.data.gov.uk/id/company/SC345794,,,,,,,,,,,,,,,,,,,,,30/07/2024,16/07/2023
F.J. MEADEN (GORCOMBE) LIMITED,00574559,,,LITTLE GORCOMBE,THORNICOMBE,BLANDFORD,DORSET,,DT11 9AG,Private Limited Company,Active,United Kingdom,,21/11/1956,31,3,31/12/2023,31/03/2022,UNAUDITED ABRIDGED,15/01/2017,18/12/2015,3,3,0,0,"01110 - Growing of cereals (except rice), leguminous crops and oil seeds",,,,0,0,http://business.data.gov.uk/id/company/00574559,,,,,,,,,,,,,,,,,,,,,24/12/2023,10/12/2022
F.J. MERRILL & SON LIMITED,02366844,,,5 LONDON ROAD,RAINHAM,KENT,,,ME8 7RG,Private Limited Company,Active,United Kingdom,,30/03/1989,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,08/10/2016,10/09/2015,2,1,0,1,42990 - Construction of other civil engineering projects n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/02366844,,,,,,,,,,,,,,,,,,,,,24/09/2024,10/09/2023
F.J. NASH DOUBLE GLAZING LIMITED,02919591,,,1494 LONDON ROAD,NORBURY,LONDON,,,SW16 4BT,Private Limited Company,Active,United Kingdom,,15/04/1994,30,4,31/01/2024,30/04/2022,MICRO ENTITY,23/05/2017,25/04/2016,0,0,0,0,43342 - Glazing,,,,0,0,http://business.data.gov.uk/id/company/02919591,,,,,,,,,,,,,,,,,,,,,09/05/2024,25/04/2023
F.J. NEED (FOODS) LIMITED,07566399,,,C/O ORNUA NUTRITION INGREDIENTS UK LIMITED,SUNNYHILLS ROAD,LEEK,STAFFORDSHIRE,ENGLAND,ST13 5RJ,Private Limited Company,Active,United Kingdom,,16/03/2011,31,3,31/12/2023,31/03/2022,DORMANT,13/04/2017,16/03/2016,0,0,0,0,56290 - Other food services,,,,0,0,http://business.data.gov.uk/id/company/07566399,27/04/2021,CEL NUTRITION LIMITED,22/03/2011,K&S (577) LIMITED,,,,,,,,,,,,,,,,,26/03/2024,12/03/2023
F.J. PALMER (ENGINEERING SERVICES) LTD,06264656,,,6 TRINITY DRIVE,TAMWORTH,,,,B79 7YA,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,31/05/2007,31,3,31/12/2022,31/03/2021,MICRO ENTITY,28/06/2017,31/05/2016,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/06264656,,,,,,,,,,,,,,,,,,,,,14/06/2022,31/05/2021
F.J. PAYNE & SON LIMITED,03260974,,,OAKFIELD ROAD,EYNSHAM,WITNEY,OXFORDSHIRE,,OX29 4AW,Private Limited Company,Active,United Kingdom,,09/10/1996,30,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,06/11/2016,09/10/2015,1,1,0,0,32990 - Other manufacturing n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/03260974,,,,,,,,,,,,,,,,,,,,,23/10/2023,09/10/2022
F.J. PISTOL HOLDINGS LIMITED,03300725,,,EMBATOOL WORKS,104 HIGH STREET,LONDON COLNEY,HERTFORDSHIRE,,AL2 1QL,Private Limited Company,Active,United Kingdom,,10/01/1997,30,8,30/05/2024,30/08/2022,MICRO ENTITY,03/02/2017,06/01/2016,3,3,0,0,82110 - Combined office administrative service activities,,,,0,0,http://business.data.gov.uk/id/company/03300725,,,,,,,,,,,,,,,,,,,,,20/01/2024,06/01/2023
F.J. PISTOL MACHINERY LIMITED,00710942,,,EMBATOOL WORKS,104 HIGH STREET,LONDON COLNEY,HERTS,,AL2 1QL,Private Limited Company,Active,United Kingdom,,18/12/1961,30,8,30/05/2024,30/08/2022,MICRO ENTITY,01/06/2017,04/05/2016,3,3,0,0,"28930 - Manufacture of machinery for food, beverage and tobacco processing",,,,0,0,http://business.data.gov.uk/id/company/00710942,,,,,,,,,,,,,,,,,,,,,23/04/2024,09/04/2023
F.J. PROPERTY SERVICES LIMITED,09889748,,,393 LORDSHIP LANE,,LONDON,,UNITED KINGDOM,N17 6AE,Private Limited Company,Active,United Kingdom,,26/11/2015,30,11,31/08/2024,30/11/2022,MICRO ENTITY,24/12/2016,,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id/company/09889748,,,,,,,,,,,,,,,,,,,,,28/12/2023,14/12/2022
F.J. REEVES & SONS LIMITED,03805330,,,"WINCHESTER HOUSE, DEANE GATE AVENUE",TAUNTON,SOMERSET,,,TA1 2UH,Private Limited Company,Liquidation,United Kingdom,,12/07/1999,31,3,31/03/2021,31/03/2019,TOTAL EXEMPTION FULL,09/08/2016,12/07/2015,1,1,0,0,41201 - Construction of commercial buildings,41202 - Construction of domestic buildings,,,0,0,http://business.data.gov.uk/id/company/03805330,,,,,,,,,,,,,,,,,,,,,23/08/2020,12/07/2019
F.J. SAXON LTD,11800697,,,FOREST LINKS ROAD,,FERNDOWN,DORSET,ENGLAND,BH22 9PH,Private Limited Company,Active,United Kingdom,,31/01/2019,31,1,31/10/2023,31/01/2022,TOTAL EXEMPTION FULL,28/02/2020,,0,0,0,0,90020 - Support activities to performing arts,,,,0,0,http://business.data.gov.uk/id/company/11800697,,,,,,,,,,,,,,,,,,,,,18/01/2024,04/01/2023
F.J. SKINNER & SONS LIMITED,00282980,,,"UNIT ONE, CENTRAL CAR PARK THE OFFICE","FORE STREET, KINGSAND",TORPOINT,CORNWALL,,PL10 1NA,Private Limited Company,Active,United Kingdom,,23/12/1933,31,12,30/09/2024,31/12/2022,UNAUDITED ABRIDGED,22/07/2017,24/06/2016,4,4,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/00282980,,,,,,,,,,,,,,,,,,,,,08/07/2024,24/06/2023
F.J. SNOOK & SONS LIMITED,00627291,,,ROOKERY FARM,URCHFONT,DEVIZES,WILTSHIRE,,SN10 4RY,Private Limited Company,Active,United Kingdom,,04/05/1959,31,3,31/12/2023,31/07/2022,TOTAL EXEMPTION FULL,14/02/2017,17/01/2016,4,0,0,4,01500 - Mixed farming,,,,0,0,http://business.data.gov.uk/id/company/00627291,,,,,,,,,,,,,,,,,,,,,28/11/2023,14/11/2022
F.J. STEVENS & SON LTD,14134995,,,138 HIGH STREET,,CREDITON,DEVON,UNITED KINGDOM,EX17 3DX,Private Limited Company,Active,United Kingdom,,26/05/2022,31,5,26/02/2024,,NO ACCOUNTS FILED,23/06/2023,,0,0,0,0,96030 - Funeral and related activities,,,,0,0,http://business.data.gov.uk/id/company/14134995,,,,,,,,,,,,,,,,,,,,,08/06/2024,25/05/2023
F.J. TREANOR & CO. LIMITED,01853919,,,90 BARTON ROAD,LUTON,BEDS,,,LU3 2BB,Private Limited Company,Liquidation,United Kingdom,,09/10/1984,30,4,28/02/1991,30/04/1989,FULL,28/01/1991,31/12/1989,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/01853919,,,,,,,,,,,,,,,,,,,,,23/10/2016,
F.J. WASSELL PROPERTIES LIMITED,03354786,,,GOTHERSLEY LODGE,GREENSFORGE LANE,STOURBRIDGE,WEST MIDLANDS,,DY7 5BA,Private Limited Company,Active,United Kingdom,,17/04/1997,30,9,30/06/2024,30/09/2022,TOTAL EXEMPTION FULL,15/05/2017,17/04/2016,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/03354786,,,,,,,,,,,,,,,,,,,,,05/05/2024,21/04/2023
F.J. WILDE LIMITED,00712162,,,10 CRICKET PATH,,SOUTHPORT,MERSEYSIDE,UNITED KINGDOM,PR8 2HJ,Private Limited Company,Active,United Kingdom,,04/01/1962,3,1,03/10/2024,03/01/2023,MICRO ENTITY,18/07/2017,20/06/2016,1,1,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/00712162,,,,,,,,,,,,,,,,,,,,,04/07/2024,20/06/2023
F.J. WILLIAMS & SON LTD,04437743,,,60 LONDON ROAD,TEYNHAM,SITTINGBOURNE,KENT,UNITED KINGDOM,ME9 9QN,Private Limited Company,Active,United Kingdom,,14/05/2002,31,3,31/12/2023,31/03/2022,UNAUDITED ABRIDGED,18/07/2017,20/06/2016,0,0,0,0,16230 - Manufacture of other builders' carpentry and joinery,,,,0,0,http://business.data.gov.uk/id/company/04437743,,,,,,,,,,,,,,,,,,,,,04/07/2024,20/06/2023
F.J. WILSON LIMITED,07083525,,,GASCOYNE HOUSE MOSELEYS FARM BUSINESS CENTRE,FORNHAM ALL SAINTS,BURY ST EDMUNDS,SUFFOLK,UNITED KINGDOM,IP28 6JY,Private Limited Company,Active,United Kingdom,,23/11/2009,30,11,31/08/2024,30/11/2022,MICRO ENTITY,21/12/2016,23/11/2015,0,0,0,0,78109 - Other activities of employment placement agencies,,,,0,0,http://business.data.gov.uk/id/company/07083525,,,,,,,,,,,,,,,,,,,,,07/12/2023,23/11/2022
F.J. WISEMAN & CO. LIMITED,00464964,,,65 UNION STREET,BRIDGTOWN,CANNOCK,STAFFS,ENGLAND,WS11 0BS,Private Limited Company,Active,United Kingdom,,24/02/1949,31,1,31/10/2023,31/01/2022,TOTAL EXEMPTION FULL,21/09/2016,24/08/2015,2,2,0,0,32990 - Other manufacturing n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/00464964,,,,,,,,,,,,,,,,,,,,,04/08/2024,21/07/2023
F.J. WOOKEY & COMPANY LIMITED,00719087,,,THE MILL,"SUTTON HILL ROAD, BISHOP SUTTON",BRISTOL,AVON,,BS39 5UT,Private Limited Company,Active,United Kingdom,,26/03/1962,31,3,31/12/2023,31/03/2022,MICRO ENTITY,03/08/2016,06/07/2015,11,11,0,0,41202 - Construction of domestic buildings,43310 - Plastering,,,0,0,http://business.data.gov.uk/id/company/00719087,,,,,,,,,,,,,,,,,,,,,20/07/2024,06/07/2023
F.J. ZELLEY (NORWICH) LIMITED,00456080,,,2 FISHERS LANE,NORWICH,NORFOLK,,,NR2 1ET,Private Limited Company,Active,United Kingdom,,25/06/1948,31,1,31/10/2023,31/01/2022,MICRO ENTITY,28/05/2017,30/04/2016,2,1,0,1,47770 - Retail sale of watches and jewellery in specialised stores,47791 - Retail sale of antiques including antique books in stores,47799 - Retail sale of other second-hand goods in stores (not incl. antiques),,0,0,http://business.data.gov.uk/id/company/00456080,,,,,,,,,,,,,,,,,,,,,14/05/2024,30/04/2023
F.J. ZELLEY LIMITED,00352647,,,BENTEN & CO,ABBEY HOUSE,51 HIGH STREET SAFFRON,WALDEN ESSEX,,CB10 1AE,Private Limited Company,Active,United Kingdom,,04/05/1939,30,4,31/01/2024,30/04/2022,TOTAL EXEMPTION FULL,28/06/2017,31/05/2016,8,4,0,4,47770 - Retail sale of watches and jewellery in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/00352647,,,,,,,,,,,,,,,,,,,,,17/04/2024,03/04/2023
F.J.B THEATRES (GRIMSBY) LIMITED,00363860,,,5TH FLOOR WAVERLEY HOUSE,115 - 119 HOLDENHURST ROAD,BOURNEMOUTH,DORSET,UNITED KINGDOM,BH8 8DY,Private Limited Company,Active,United Kingdom,,08/11/1940,31,3,31/12/2023,31/03/2022,DORMANT,19/05/2017,21/04/2016,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/00363860,,,,,,,,,,,,,,,,,,,,,05/05/2024,21/04/2023
F.J.B. HOTELS (MAJORCA) LIMITED,00835244,,,5TH FLOOR WAVERLEY HOUSE,115 - 119 HOLDENHURST ROAD,BOURNEMOUTH,DORSET,UNITED KINGDOM,BH8 8DY,Private Limited Company,Active,United Kingdom,,25/01/1965,31,3,31/12/2023,31/03/2022,DORMANT,19/05/2017,21/04/2016,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/00835244,,,,,,,,,,,,,,,,,,,,,05/05/2024,21/04/2023
F.J.BLISSETT & COMPANY LIMITED,00350921,,,UNIT 1 SHIELD DRIVE,WEST CROSS INDUSTRIAL PARK,BRENTFORD,,ENGLAND,TW8 9EX,Private Limited Company,Active,United Kingdom,,23/03/1939,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,03/07/2017,05/06/2016,8,1,0,7,18140 - Binding and related services,,,,0,0,http://business.data.gov.uk/id/company/00350921,,,,,,,,,,,,,,,,,,,,,19/06/2024,05/06/2023
F.J.BRINDLEY & SONS (SHEFFIELD) LIMITED,00246762,,,"ACRES HILL LANE,",DARNALL,SHEFFIELD,,,S9 4LR,Private Limited Company,Active,United Kingdom,,24/03/1930,31,3,31/12/2023,31/03/2022,UNAUDITED ABRIDGED,04/04/2017,07/03/2016,3,2,0,1,25990 - Manufacture of other fabricated metal products n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/00246762,,,,,,,,,,,,,,,,,,,,,21/03/2024,07/03/2023
F.J.BURNETT LIMITED,00646887,,,PENHALT,BRISTOL ROAD,WINSCOMBE,,ENGLAND,BS25 1PA,Private Limited Company,Active,United Kingdom,,13/01/1960,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,11/07/2017,13/06/2016,2,0,0,2,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/00646887,,,,,,,,,,,,,,,,,,,,,23/04/2024,09/04/2023
F.J.C. PROPERTY DEVELOPMENT SERVICES LIMITED,05932811,,,14 PARK AVE,BRIXHAM,DEVON,,,TQ5 0DT,Private Limited Company,Active,United Kingdom,,12/09/2006,31,5,29/02/2024,31/05/2022,MICRO ENTITY,10/10/2016,12/09/2015,2,2,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/05932811,,,,,,,,,,,,,,,,,,,,,26/09/2024,12/09/2023
"F.J.CAMBRIDGE & CO,LIMITED",00702196,,,75 STROUD ROAD,GLOUCESTER,,,,GL1 5AQ,Private Limited Company,Active,United Kingdom,,01/09/1961,31,8,31/05/2024,31/08/2022,MICRO ENTITY,28/02/2017,31/01/2016,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/00702196,,,,,,,,,,,,,,,,,,,,,14/02/2024,31/01/2023
F.J.E.  CONTRACTORS LIMITED,05779305,,,UNIT 12-13 MARTINS YARD,SPENCER BRIDGE ROAD,NORTHAMPTON,NORTHAMPTONSHIRE,,NN5 7DU,Private Limited Company,Active,United Kingdom,,12/04/2006,30,4,31/01/2024,30/04/2022,MICRO ENTITY,10/05/2017,12/04/2016,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/05779305,,,,,,,,,,,,,,,,,,,,,26/04/2024,12/04/2023
F.J.E. PLASTIC DEVELOPMENTS LIMITED,06809476,,,THIRSK INDUSTRIAL PARK,YORK ROAD,THIRSK,NORTH YORKSHIRE,ENGLAND,YO7 3BX,Private Limited Company,Active,United Kingdom,,04/02/2009,31,12,30/09/2024,31/12/2022,DORMANT,04/03/2017,04/02/2016,0,0,0,0,22290 - Manufacture of other plastic products,,,,0,0,http://business.data.gov.uk/id/company/06809476,,,,,,,,,,,,,,,,,,,,,18/02/2024,04/02/2023
F.J.EMERY(OILS)LIMITED,00674622,,,ILBERT RD.,KINGSBRIDGE,DEVON,,,TQ7 1EB,Private Limited Company,Active,United Kingdom,,09/11/1960,31,5,29/02/2024,31/05/2022,TOTAL EXEMPTION FULL,12/06/2017,15/05/2016,6,5,0,1,46719 - Wholesale of other fuels and related products,,,,0,0,http://business.data.gov.uk/id/company/00674622,,,,,,,,,,,,,,,,,,,,,29/05/2024,15/05/2023
F.J.EUSTACE LTD,10511124,,,191 MILL LANE,DORRIDGE,SOLIHULL,WEST MIDLANDS,UNITED KINGDOM,B93 8NU,Private Limited Company,Active,United Kingdom,,05/12/2016,31,12,30/09/2024,31/12/2022,DORMANT,02/01/2018,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/10511124,,,,,,,,,,,,,,,,,,,,,18/12/2023,04/12/2022
F.J.FARRIER & SON LIMITED,01057627,,,GOTHERSLEY FARM,STOURTON,STOURBRIDGE,WEST MIDLANDS,,DY7 5AZ,Private Limited Company,Active,United Kingdom,,09/06/1972,31,3,31/12/2024,31/03/2023,UNAUDITED ABRIDGED,28/04/2017,31/03/2016,6,1,0,5,01621 - Farm animal boarding and care,,,,0,0,http://business.data.gov.uk/id/company/01057627,,,,,,,,,,,,,,,,,,,,,14/04/2024,31/03/2023
F.J.GOODWIN & SONS (MANCHESTER) LIMITED,00750597,,,BARID HOUSE,SEEBECK PLACE,MILTON KEYNES,BUCKINGHAMSHIRE,,MK5 8FR,Private Limited Company,Liquidation,United Kingdom,,19/02/1963,30,9,30/06/2022,30/09/2020,UNAUDITED ABRIDGED,28/12/2016,30/11/2015,5,0,0,5,42990 - Construction of other civil engineering projects n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/00750597,,,,,,,,,,,,,,,,,,,,,14/12/2021,30/11/2020
F.J.H.WROTHWELL LIMITED,00337567,,,7-9 HIGH STREET,,TADCASTER,NORTH YORKSHIRE,,LS24 9AP,Private Limited Company,Active,United Kingdom,,05/03/1938,31,10,31/07/2024,31/10/2022,SMALL,11/01/2017,14/12/2015,6,2,0,4,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/00337567,,,,,,,,,,,,,,,,,,,,,28/12/2023,14/12/2022
F.J.HARFORD & CO. LIMITED,00764232,,,40 RODNEY STREET,,LIVERPOOL,,ENGLAND,L1 9AA,Private Limited Company,Active,United Kingdom,,13/06/1963,31,7,30/04/2024,31/07/2022,MICRO ENTITY,23/11/2016,26/10/2015,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/00764232,,,,,,,,,,,,,,,,,,,,,09/11/2023,26/10/2022
F.J.HEATH & COMPANY LIMITED,00679515,,,62 QUEENS ROAD,,BUCKHURST HILL,,ENGLAND,IG9 5BY,Private Limited Company,Active,United Kingdom,,03/01/1961,31,3,31/12/2023,31/03/2022,MICRO ENTITY,16/07/2017,18/06/2016,1,1,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/00679515,,,,,,,,,,,,,,,,,,,,,29/06/2024,15/06/2023
F.J.J. HEALTHCARE LIMITED,03723176,,,STERLING HOUSE,31/ 32 HIGH STREET,WELLINGBOROUGH,,ENGLAND,NN8 4HL,Private Limited Company,Active,United Kingdom,,01/03/1999,31,8,31/05/2024,31/08/2022,TOTAL EXEMPTION FULL,29/03/2017,01/03/2016,6,2,0,4,87100 - Residential nursing care facilities,,,,0,0,http://business.data.gov.uk/id/company/03723176,,,,,,,,,,,,,,,,,,,,,15/03/2024,01/03/2023
